ADM1_CODE;ADM1_NAME;ADM0_CODE;ADM0_NAME
1308;Baden-Wuerttemberg;93;Germany
1309;Bayern;93;Germany
1310;Berlin;93;Germany
1311;Brandenburg;93;Germany
1312;Bremen;93;Germany
1313;Hamburg;93;Germany
1314;Hessen;93;Germany
1315;Mecklenburg-Vorpommern;93;Germany
1316;Niedersachsen;93;Germany
1317;Nordrhein-Westfalen;93;Germany
1318;Rheinland-Pfalz;93;Germany
1319;Saarland;93;Germany
1320;Sachsen;93;Germany
1321;Sachsen-Anhalt;93;Germany
1322;Schleswig-Holstein;93;Germany
1323;Thueringen;93;Germany
1324;Ashanti;94;Ghana
1325;Brong Ahafo;94;Ghana
1326;Central;94;Ghana
1327;Eastern;94;Ghana
1328;Greater Accra;94;Ghana
1329;Northern;94;Ghana
1330;Upper East;94;Ghana
1331;Upper West;94;Ghana
1332;Volta;94;Ghana
1333;Western;94;Ghana
1334;Administrative unit not available;95;Gibraltar (U.K.)
1335;Administrative unit not available;88;French Southern and Antarctic Lands (Fr.)
1336;Anatoliki Makedonia Kai Thraki;97;Greece
1337;Attiki;97;Greece
1338;Dytiki Ellada;97;Greece
1339;Dytiki Makedonia;97;Greece
1340;Ionioi Nisoi;97;Greece
1341;Ipeiros;97;Greece
1342;Kentriki Makedonia;97;Greece
1343;Kriti;97;Greece
1344;Kyankwanzi;253;Uganda
1345;Peloponnisos;97;Greece
1346;Sterea Ellada;97;Greece
1347;Thessalia;97;Greece
1348;Voreio Aigaio;97;Greece
1349;Nordgronland;98;Greenland (Den.)
1350;Ostgronland;98;Greenland (Den.)
1351;Vestgronland;98;Greenland (Den.)
1352;Name Unknown;99;Grenada
1353;St. Andrew's;99;Grenada
1354;St. George's;99;Grenada
1355;St. John's;99;Grenada
1356;St. Mark's;99;Grenada
1357;St. Patrick's;99;Grenada
1358;Administrative unit not available;100;Guadalupe
1359;Administrative unit not available;101;Guam (U.S.)
1360;Mitooma;253;Uganda
1361;Kyegegwa;253;Uganda
1362;Kyenjojo;253;Uganda
1363;Mpigi;253;Uganda
1364;Nwoya;253;Uganda
1365;Serere;253;Uganda
1366;Lwengo;253;Uganda
1367;Mukono;253;Uganda
1368;Namayingo;253;Uganda
1369;Pallisa;253;Uganda
1370;Lira;253;Uganda
1371;Rakai;253;Uganda
1372;Lyantonde;253;Uganda
1373;Kaolack;217;Senegal
1374;Kedougou;217;Senegal
1375;Kolda;217;Senegal
1376;Sedhiou;217;Senegal
1377;Tambacounda;217;Senegal
1378;Kaffrine;217;Senegal
1385;Bafata;105;Guinea-Bissau
1386;Biombo;105;Guinea-Bissau
1387;Bolama/bijagos;105;Guinea-Bissau
1388;Cacheu;105;Guinea-Bissau
1389;Gabu;105;Guinea-Bissau
1390;Oio;105;Guinea-Bissau
1391;Quinara;105;Guinea-Bissau
1392;Sector Autonomo De Bissau;105;Guinea-Bissau
1393;Tombali;105;Guinea-Bissau
1398;Barima Waini (region N┬░1);107;Guyana
1399;Cuyuni/mazaruni (region N┬░7);107;Guyana
1400;Demerara Mahaica (region N┬░4);107;Guyana
1401;East Berbice/corentyne (region N┬░6);107;Guyana
1402;Essequibo Islands/west Demerara (region N┬░3);107;Guyana
1403;Mahaica Berbice (region N┬░5);107;Guyana
1404;Pomeroon/supenaam (region N┬░2;107;Guyana
1405;Potaro/siparuni (region N┬░8);107;Guyana
1406;Upper Demerara/berbice (region N┬░10);107;Guyana
1407;Upper Takutu/upper Essequibo (region N┬░9);107;Guyana
1409;Artibonite;108;Haiti
1410;Centre;108;Haiti
1412;Nord;108;Haiti
1413;Nord Est;108;Haiti
1414;Nord Ouest;108;Haiti
1415;Ouest;108;Haiti
1416;Sud;108;Haiti
1417;Sud Est;108;Haiti
1418;Administrative unit not available;109;Heard Island and McDonald Islands (Aus.)
1419;Administrative unit not available;110;Vatican City
1420;Atlantida;111;Honduras
1421;Choluteca;111;Honduras
1422;Colon;111;Honduras
1423;Comayagua;111;Honduras
1424;Copan;111;Honduras
1425;Cortes;111;Honduras
1426;Francisco Morazan;111;Honduras
1427;Gracias A Dios;111;Honduras
1428;Intibuca;111;Honduras
1429;Islas De Bahia;111;Honduras
1430;La Paz;111;Honduras
1431;Lempira;111;Honduras
1432;Name Unknown;111;Honduras
1433;Ocotepeque;111;Honduras
1434;Olancho;111;Honduras
1435;Paraiso;111;Honduras
1436;Santa Barbara;111;Honduras
1437;Valle;111;Honduras
1438;Yoro;111;Honduras
1439;Administrative unit not available;112;Howland Island (U.S.)
1440;Bacs-kiskun;113;Hungary
1441;Baranya;113;Hungary
1442;Bekes;113;Hungary
1443;Borsod-abauj-zemplen;113;Hungary
1444;Budapest;113;Hungary
1445;Csongrad;113;Hungary
1446;Fejer;113;Hungary
1447;Gyor-moson-sopron;113;Hungary
1448;Hajdu-bihar;113;Hungary
1449;Heves;113;Hungary
1450;Jasz-nagykun-szolnok;113;Hungary
1451;Komarom-esztergom;113;Hungary
1452;Nograd;113;Hungary
1453;Pest;113;Hungary
1454;Somogy;113;Hungary
1455;Szabolcs-szatmar-bereg;113;Hungary
1456;Tolna;113;Hungary
1457;Vas;113;Hungary
1458;Veszprem;113;Hungary
1459;Zala;113;Hungary
1460;Arnes;114;Iceland
1461;Austur-baroastrandar;114;Iceland
1462;Austur-hunavatns;114;Iceland
1463;Austur-skaftafells;114;Iceland
1464;Borgarfjaroar;114;Iceland
1465;Dala;114;Iceland
1466;Eyjafjaroar;114;Iceland
1467;Gullbringu;114;Iceland
1468;Kjosar;114;Iceland
1469;Myra;114;Iceland
1470;Nordhurland Eystra;114;Iceland
1471;Norour-isafjaroar;114;Iceland
1472;Norour-m├╣la;114;Iceland
1473;Norour-pingeyjar;114;Iceland
1474;Rang├írvalla;114;Iceland
1475;Skagafjaroar;114;Iceland
1476;Snaefellsnes- Og Hna;114;Iceland
1477;Stranda;114;Iceland
1478;Suour-m├╣la;114;Iceland
1479;Suour-pingeyjar;114;Iceland
1480;Vestur-baroastrandar;114;Iceland
1481;Vestur-hunavatns;114;Iceland
1482;Vestur-isafjaroar;114;Iceland
1483;Vestur-skaftafells;114;Iceland
1484;Andaman and Nicobar;115;India
1485;Andhra Pradesh;115;India
1487;Assam;115;India
1489;Delhi;115;India
1490;Goa;115;India
1491;Gujarat;115;India
1492;Haryana;115;India
1493;Himachal Pradesh;115;India
1494;Karnataka;115;India
1495;Kerala;115;India
1496;Lakshadweep;115;India
1498;Maharashtra;115;India
1500;Manipur;115;India
1501;Meghalaya;115;India
1502;Mizoram;115;India
1503;Nagaland;115;India
1504;Orissa;115;India
1505;Punjab;115;India
1506;Rajasthan;115;India
1507;Sikkim;115;India
1508;Tamil Nadu;115;India
1509;Tripura;115;India
1511;West Bengal;115;India
1512;Nangroe Aceh Darussalam;116;Indonesia
1513;Bali;116;Indonesia
1514;Bengkulu;116;Indonesia
1515;Daerah Istimewa Yogyakarta;116;Indonesia
1516;Dki Jakarta;116;Indonesia
1518;Jambi;116;Indonesia
1520;Jawa Tengah;116;Indonesia
1521;Jawa Timur;116;Indonesia
1522;Kalimantan Barat;116;Indonesia
1523;Kalimantan Selatan;116;Indonesia
1524;Kalimantan Tengah;116;Indonesia
1525;Kalimantan Timur;116;Indonesia
1526;Lampung;116;Indonesia
1528;Nusatenggara Barat;116;Indonesia
1529;Nusatenggara Timur;116;Indonesia
1532;Sulawesi Tengah;116;Indonesia
1533;Sulawesi Tenggara;116;Indonesia
1535;Sumatera Barat;116;Indonesia
1537;Sumatera Utara;116;Indonesia
1539;Kermanshah;117;Islamic Republic of Iran
1540;Bushehr;117;Islamic Republic of Iran
1541;Chaharmahal-o bakhtiyar;117;Islamic Republic of Iran
1542;East Azarbayejan;117;Islamic Republic of Iran
1543;Esfahan;117;Islamic Republic of Iran
1544;Fars;117;Islamic Republic of Iran
1545;Gilan;117;Islamic Republic of Iran
1546;Hamedan;117;Islamic Republic of Iran
1547;Khorasan;117;Islamic Republic of Iran
1548;Hormozgan;117;Islamic Republic of Iran
1549;Ilam;117;Islamic Republic of Iran
1550;Kerman;117;Islamic Republic of Iran
1551;Khuzestan;117;Islamic Republic of Iran
1552;Kohgiluyeh va boyerahma;117;Islamic Republic of Iran
1553;Kordestan;117;Islamic Republic of Iran
1554;Administrative unit not available;117;Islamic Republic of Iran
1555;Lorestan;117;Islamic Republic of Iran
1556;Markazi;117;Islamic Republic of Iran
1557;Mazandaran;117;Islamic Republic of Iran
1558;Semnan;117;Islamic Republic of Iran
1559;Sistan-o baluchestan;117;Islamic Republic of Iran
1560;Tehran;117;Islamic Republic of Iran
1561;West Azarbayejan;117;Islamic Republic of Iran
1562;Yazd;117;Islamic Republic of Iran
1563;Zanjan;117;Islamic Republic of Iran
1564;Anbar;118;Iraq
1565;Basrah;118;Iraq
1566;Muthanna;118;Iraq
1567;Qadissiya;118;Iraq
1568;Najaf;118;Iraq
1569;Erbil;118;Iraq
1570;Kirkuk;118;Iraq
1571;Babil;118;Iraq
1572;Baghdad;118;Iraq
1573;Thi-Qar;118;Iraq
1574;Dahuk;118;Iraq
1575;Diyala;118;Iraq
1576;Kerbala;118;Iraq
1577;Missan;118;Iraq
1578;Ninewa;118;Iraq
1579;Salah al-Din;118;Iraq
1580;Sulaymaniyah;118;Iraq
1581;Wassit;118;Iraq
1582;Carlow;119;Ireland
1583;Cavan;119;Ireland
1584;Clare;119;Ireland
1585;Cork;119;Ireland
1586;Donegal;119;Ireland
1587;Dublin;119;Ireland
1588;Galway;119;Ireland
1589;Kerry;119;Ireland
1590;Kildare;119;Ireland
1591;Kilkenny;119;Ireland
1592;Laois;119;Ireland
1593;Leitrim;119;Ireland
1594;Limerick;119;Ireland
1595;Longford;119;Ireland
1596;Louth;119;Ireland
1597;Mayo;119;Ireland
1598;Meath;119;Ireland
1599;Monaghan;119;Ireland
1600;Munster;119;Ireland
1601;Offaly;119;Ireland
1602;Roscommon;119;Ireland
1603;Sligo;119;Ireland
1604;Tipperary;119;Ireland
1605;Waterford;119;Ireland
1606;Westmeath;119;Ireland
1607;Wexford;119;Ireland
1608;Wicklow;119;Ireland
1610;Central District;121;Israel
1611;Haifa;121;Israel
1612;Jerusalem;121;Israel
1613;Northern;121;Israel
1614;Southern District;121;Israel
1615;Tel Aviv;121;Israel
1616;Abruzzi;122;Italy
1617;Basilicata;122;Italy
1618;Calabria;122;Italy
1619;Campania;122;Italy
1620;Emilia-romagna;122;Italy
1621;Friuli-venezia Giulia;122;Italy
1622;Lazio;122;Italy
1623;Liguria;122;Italy
1624;Lombardia;122;Italy
1625;Marche;122;Italy
1626;Molise;122;Italy
1627;Piemonte;122;Italy
1628;Puglia;122;Italy
1629;Sardegna;122;Italy
1630;Sicilia;122;Italy
1631;Toscana;122;Italy
1632;Trentino-alto Adige;122;Italy
1633;Umbria;122;Italy
1634;Valle D'aosta;122;Italy
1635;Veneto;122;Italy
1636;Clarendon;123;Jamaica
1637;Hanover;123;Jamaica
1638;Manchester;123;Jamaica
1639;Portland;123;Jamaica
1640;Saint Andrew And Kingston;123;Jamaica
1641;Saint Ann;123;Jamaica
1642;Saint Catherine;123;Jamaica
1643;Saint Elizabeth;123;Jamaica
1644;Saint James;123;Jamaica
1645;Saint Mary;123;Jamaica
1646;Saint Thomas;123;Jamaica
1647;Trelawny;123;Jamaica
1648;Westmoreland;123;Jamaica
1651;Aiti;126;Japan
1652;Akita;126;Japan
1653;Aomori;126;Japan
1654;Ehime;126;Japan
1655;Hukui;126;Japan
1656;Hukuoka;126;Japan
1657;Hukusima;126;Japan
1658;Gifu;126;Japan
1659;Gunma;126;Japan
1660;Hirosima;126;Japan
1661;Hokkaidoo;126;Japan
1662;Hyoogo;126;Japan
1663;Ibaraki;126;Japan
1664;Isikawa;126;Japan
1665;Iwate;126;Japan
1666;Kagawa;126;Japan
1667;Kagosima;126;Japan
1668;Kanagawa;126;Japan
1669;Kooti;126;Japan
1670;Kumamoto;126;Japan
1671;Kyooto;126;Japan
1672;Mie;126;Japan
1673;Miyagi;126;Japan
1674;Miyazaki;126;Japan
1675;Nagano;126;Japan
1676;Nagasaki;126;Japan
1677;Nara;126;Japan
1678;Niigata;126;Japan
1679;Ooita;126;Japan
1680;Okayama;126;Japan
1681;Okinawa;126;Japan
1682;Oosaka;126;Japan
1683;Saga;126;Japan
1684;Saitama;126;Japan
1685;Siga;126;Japan
1686;Simane;126;Japan
1687;Sizuoka;126;Japan
1688;Totigi;126;Japan
1689;Tokusima;126;Japan
1690;Tokyo;126;Japan
1691;Tottori;126;Japan
1692;Toyama;126;Japan
1693;Chiba;126;Japan
1694;Wakayama;126;Japan
1695;Yamagata;126;Japan
1696;Yamaguti;126;Japan
1697;Yamanasi;126;Japan
1698;Administrative unit not available;127;Jarvis Island (U.S.)
1700;Administrative unit not available;129;Johnston Atoll (U.S.)
1701;Ajloon;130;Jordan
1702;Balqa;130;Jordan
1703;Aqaba;130;Jordan
1704;Karak;130;Jordan
1705;Amman;130;Jordan
1706;Tafiela;130;Jordan
1707;Irbid;130;Jordan
1708;Jarash;130;Jordan
1709;Ma'an;130;Jordan
1710;Madaba;130;Jordan
1711;Mafraq;130;Jordan
1712;Zarqa;130;Jordan
1713;Administrative unit not available;88;French Southern and Antarctic Lands (Fr.)
1714;Akmolinskaya;132;Kazakhstan
1715;Aktyubinskaya;132;Kazakhstan
1716;Almatinskaya;132;Kazakhstan
1717;Atyrauskaya;132;Kazakhstan
1718;Jambylslkaya;132;Kazakhstan
1719;Karagandinskaya;132;Kazakhstan
1720;Kustanayskaya;132;Kazakhstan
1721;Kyzylordinskaya;132;Kazakhstan
1723;Administrative unit not available;132;Kazakhstan
1724;Mangistauskaya;132;Kazakhstan
1725;Pavlodarskaya;132;Kazakhstan
1726;Severo-kazachstanskaya;132;Kazakhstan
1727;Vostochno-kazachstanskaya;132;Kazakhstan
1728;Yujno-kazachstanskaya;132;Kazakhstan
1729;Zapadno-kazachstanskaya;132;Kazakhstan
1738;Administrative unit not available;134;Kingman Reef (U.S.)
1739;Administrative unit not available;135;Kiribati
1741;Al Farwaniyah;137;Kuwait
1742;Al Ahmadi;137;Kuwait
1743;Al Jahrah;137;Kuwait
1744;Al Kuwayt;137;Kuwait
1745;Hawalli;137;Kuwait
1746;Batken;138;Kyrgyz Republic
1748;Jalal-Abad;138;Kyrgyz Republic
1749;Naryn;138;Kyrgyz Republic
1750;Osh;138;Kyrgyz Republic
1751;Talas;138;Kyrgyz Republic
1752;Ysyk-Kol;138;Kyrgyz Republic
1753;Attapu;139;Lao People's Democratic Republic
1754;Bokeo;139;Lao People's Democratic Republic
1755;Bolikhamxai;139;Lao People's Democratic Republic
1756;Champasak;139;Lao People's Democratic Republic
1757;Houaphan;139;Lao People's Democratic Republic
1758;Khammouan;139;Lao People's Democratic Republic
1759;Louangphabang;139;Lao People's Democratic Republic
1760;Louang-Namtha;139;Lao People's Democratic Republic
1761;Oudomxai;139;Lao People's Democratic Republic
1762;Phongsali;139;Lao People's Democratic Republic
1763;Salavan;139;Lao People's Democratic Republic
1764;Savannakhet;139;Lao People's Democratic Republic
1765;Xaignabouli;139;Lao People's Democratic Republic
1766;Xekong;139;Lao People's Democratic Republic
1768;Vientiane capital;139;Lao People's Democratic Republic
1771;Aizkraukles;140;Latvia
1772;Aluksnes;140;Latvia
1773;Balvu;140;Latvia
1774;Bauskas;140;Latvia
1775;Cesu;140;Latvia
1776;Daugavpils;140;Latvia
1777;Dobeles;140;Latvia
1778;Gulbenes;140;Latvia
1779;Jekabpils;140;Latvia
1780;Jelgavas;140;Latvia
1781;Kraslavas;140;Latvia
1782;Kuldigas;140;Latvia
1783;Liepajas;140;Latvia
1784;Limbazu;140;Latvia
1785;Ludzas;140;Latvia
1786;Madonas;140;Latvia
1787;Ogres;140;Latvia
1788;Preilu;140;Latvia
1789;Rezeknes;140;Latvia
1790;Rigas;140;Latvia
1791;Saldus;140;Latvia
1792;Talsu;140;Latvia
1793;Tukuma;140;Latvia
1794;Valkas;140;Latvia
1795;Valmieras;140;Latvia
1796;Ventspils;140;Latvia
1797;Bekaa;141;Lebanon
1798;Beirut;141;Lebanon
1799;North;141;Lebanon
1800;South;141;Lebanon
1801;Mount Lebanon;141;Lebanon
1802;Nabatiye;141;Lebanon
1803;Berea;142;Lesotho
1804;Butha Buthe;142;Lesotho
1805;Leribe;142;Lesotho
1806;Mafeteng;142;Lesotho
1807;Maseru;142;Lesotho
1808;Mohale's Hoek;142;Lesotho
1809;Mokhotlong;142;Lesotho
1810;Qacha's Nek;142;Lesotho
1811;Quthing;142;Lesotho
1812;Thaba Tseka;142;Lesotho
1814;Bomi;144;Liberia
1815;Bong;144;Liberia
1816;Gbarpolu;144;Liberia
1817;Grand Bassa;144;Liberia
1818;Grand Cape Mount;144;Liberia
1819;Grand Gedeh;144;Liberia
1820;Grand Kru;144;Liberia
1821;Lofa;144;Liberia
1822;Margibi;144;Liberia
1823;Maryland;144;Liberia
1824;Montserrado;144;Liberia
1825;Nimba;144;Liberia
1826;Rivercess;144;Liberia
1827;River Gee;144;Liberia
1828;Sinoe;144;Liberia
1829;Ajdabiya (agedabia);145;Libya
1830;Al Aziziyah;145;Libya
1831;Al Fatah;145;Libya
1832;Al Jabal Al Akhdar;145;Libya
1833;Al Jufrah;145;Libya
1834;Al Khoms;145;Libya
1835;Al Kufrah;145;Libya
1836;Ash Shati;145;Libya
1837;Awbari (ubari);145;Libya
1838;Az Zawia (azzawiya);145;Libya
1839;Banghazi;145;Libya
1840;Darnah;145;Libya
1841;Ghadamis;145;Libya
1842;Gharyan;145;Libya
1843;Misurata;145;Libya
1844;Murzuq;145;Libya
1845;Nuqat Al Khams;145;Libya
1846;Sabha;145;Libya
1847;Sawfajjin (sofuljeen);145;Libya
1848;Surt (sirte);145;Libya
1849;Tarhunah;145;Libya
1850;Tripoli (tarabulus);145;Libya
1851;Tubruq (tobruk);145;Libya
1852;Yafran (yefren);145;Libya
1853;Zeleitin (zliten);145;Libya
1854;Balzers;146;Liechtenstein
1855;Eschen;146;Liechtenstein
1856;Gamprin;146;Liechtenstein
1857;Mauren;146;Liechtenstein
1859;Planken;146;Liechtenstein
1860;Ruggell;146;Liechtenstein
1861;Schaan;146;Liechtenstein
1862;Schellenberg;146;Liechtenstein
1863;Triesen;146;Liechtenstein
1864;Triesenberg;146;Liechtenstein
1865;Vaduz;146;Liechtenstein
1866;Alytaus;147;Lithuania
1867;Kauno;147;Lithuania
1868;Klaipedos;147;Lithuania
1869;Marijampoles;147;Lithuania
1870;Panevezio;147;Lithuania
1871;Siauliu;147;Lithuania
1872;Taurages;147;Lithuania
1873;Telsiu;147;Lithuania
1874;Utenos;147;Lithuania
1875;Vilniaus;147;Lithuania
1876;Diekirch;148;Luxembourg
1877;Grevenmacher;148;Luxembourg
1878;Luxembourg;148;Luxembourg
1879;Administrative unit not available;149;Macau, SAR
1886;Ilha Da Madeira (madeira);151;Madeira Islands (Por.)
1887;Ilha De Porto Santo (madeira);151;Madeira Islands (Por.)
1888;Central Region;152;Malawi
1889;Northern Region;152;Malawi
1890;Southern Region;152;Malawi
1891;Johor;153;Malaysia
1892;Kedah;153;Malaysia
1893;Kelantan;153;Malaysia
1894;Kuala Lumpur;153;Malaysia
1895;Melaka;153;Malaysia
1896;Negeri Sembilan;153;Malaysia
1897;Pahang;153;Malaysia
1898;Perak;153;Malaysia
1899;Perlis;153;Malaysia
1900;Pulau Pinang;153;Malaysia
1901;Sabah;153;Malaysia
1902;Sarawak;153;Malaysia
1903;Selangor;153;Malaysia
1904;Terengganu;153;Malaysia
1905;Alifu Alifu;154;Maldives
1906;Alifu Dhaalu;154;Maldives
1907;Baa;154;Maldives
1908;Dhaalu;154;Maldives
1909;Faafu;154;Maldives
1910;Gaafu Alifu;154;Maldives
1911;Gaafu Dhaalu;154;Maldives
1913;Haa Alifu;154;Maldives
1914;Haa Dhaalu;154;Maldives
1915;Kaafu;154;Maldives
1916;Laamu;154;Maldives
1917;Lhaviyani;154;Maldives
1918;Male';154;Maldives
1919;Meemu;154;Maldives
1920;Noonu;154;Maldives
1921;Raa;154;Maldives
1922;Seenu;154;Maldives
1923;Shaviyani;154;Maldives
1924;Thaa;154;Maldives
1925;Vaavu;154;Maldives
1926;Bamako;155;Mali
1927;Gao;155;Mali
1928;Kayes;155;Mali
1929;Kidal;155;Mali
1930;Koulikoro;155;Mali
1931;Mopti;155;Mali
1932;Segou;155;Mali
1933;Sikasso;155;Mali
1934;Tombouctou;155;Mali
1935;Attard;156;Malta
1936;Balzan;156;Malta
1937;Birgu;156;Malta
1938;Birkirkara;156;Malta
1939;Birzebbugia;156;Malta
1940;Bormla;156;Malta
1941;Dingli;156;Malta
1942;Fgura;156;Malta
1943;Floriana;156;Malta
1944;Fontana;156;Malta
1945;Ghajnsielem;156;Malta
1946;Gharb;156;Malta
1947;Gharghur;156;Malta
1948;Ghasri;156;Malta
1949;Ghaxaq;156;Malta
1950;Gudja;156;Malta
1951;Gzira;156;Malta
1952;Hamrun;156;Malta
1953;Iklin;156;Malta
1954;Isla;156;Malta
1955;Kalkara;156;Malta
1956;Kercem;156;Malta
1957;Kirkop;156;Malta
1958;Lija;156;Malta
1959;Luqa;156;Malta
1960;Marsa;156;Malta
1961;Marsascala;156;Malta
1962;Marsaxlokk;156;Malta
1963;Mdina;156;Malta
1964;Mellieha;156;Malta
1965;Mgarr;156;Malta
1966;Mosta;156;Malta
1967;Mqabba;156;Malta
1968;Msida;156;Malta
1969;Munxar;156;Malta
1970;Nadur;156;Malta
1971;Naxxar;156;Malta
1972;Paola;156;Malta
1973;Pembroke;156;Malta
1974;Pieta;156;Malta
1975;Qala;156;Malta
1976;Qormi;156;Malta
1977;Qrendi;156;Malta
1978;Rabat (malta);156;Malta
1979;Rabat (victoria);156;Malta
1980;Safi;156;Malta
1981;San Giljan;156;Malta
1982;San Gwann;156;Malta
1983;San Lawrenz;156;Malta
1984;San Pawl Ii-bahar;156;Malta
1985;Sannat;156;Malta
1986;Santa Lucija;156;Malta
1987;Santa Venera;156;Malta
1988;Siggiewi;156;Malta
1989;Sliema;156;Malta
1990;Swieqi;156;Malta
1991;Ta' Xbiex;156;Malta
1992;Tarxien;156;Malta
1993;Valletta;156;Malta
1994;Xaghra;156;Malta
1995;Xewkija;156;Malta
1996;Xghajra;156;Malta
1997;Zabbar;156;Malta
1998;Zebbug (gozo);156;Malta
1999;Zebbug (malta);156;Malta
2000;Zejtun;156;Malta
2001;Zurrieq;156;Malta
2002;Administrative unit not available;157;Marshall Islands
2004;Adrar;159;Mauritania
2005;Assaba;159;Mauritania
2006;Brakna;159;Mauritania
2007;Dakhlet-Nouadhibou;159;Mauritania
2008;Gorgol;159;Mauritania
2009;Guidimakha;159;Mauritania
2010;Hodh Ech Chargi;159;Mauritania
2011;Hodh El Gharbi;159;Mauritania
2012;Inchiri;159;Mauritania
2013;Nouakchott;159;Mauritania
2014;Tagant;159;Mauritania
2015;Tiris-Zemmour;159;Mauritania
2016;Trarza;159;Mauritania
2017;Administrative unit not available;160;Mauritius
2018;Black River;160;Mauritius
2019;Flacq;160;Mauritius
2020;Grand Port;160;Mauritius
2021;Moka;160;Mauritius
2022;Pamplemousses;160;Mauritius
2023;Plaines Wilhems;160;Mauritius
2024;Port Louis;160;Mauritius
2025;Riviere Du Rempart;160;Mauritius
2026;Savanne;160;Mauritius
2027;Administrative unit not available;161;Mayotte
2028;Aguascalientes;162;Mexico
2029;Baja California;162;Mexico
2030;Baja California Sur;162;Mexico
2031;Campeche;162;Mexico
2032;Chiapas;162;Mexico
2033;Chihuahua;162;Mexico
2034;Coahuila;162;Mexico
2035;Colima;162;Mexico
2036;Distrito Federal;162;Mexico
2037;Durango;162;Mexico
2038;Guanajuato;162;Mexico
2039;Guerrero;162;Mexico
2040;Hidalgo;162;Mexico
2041;Jalisco;162;Mexico
2042;Mexico;162;Mexico
2043;Michoacan;162;Mexico
2044;Morelos;162;Mexico
2045;Nayarit;162;Mexico
2046;Nuevo Leon;162;Mexico
2047;Oaxaca;162;Mexico
2048;Puebla;162;Mexico
2049;Queretaro;162;Mexico
2050;Quintana Roo;162;Mexico
2051;San Luis Potosi;162;Mexico
2052;Sinaloa;162;Mexico
2053;Sonora;162;Mexico
2054;Tabasco;162;Mexico
2055;Tamaulipas;162;Mexico
2056;Tlaxcala;162;Mexico
2057;Veracruz;162;Mexico
2058;Yucatan;162;Mexico
2059;Zacatecas;162;Mexico
2060;Administrative unit not available;163;Federated States of Micronesia
2061;Administrative unit not available;164;Midway Island (U.S.)
2062;Balti;165;Moldova
2063;Cahul;165;Moldova
2064;Chisinau;165;Moldova
2066;Dubasari;165;Moldova
2067;Edinet;165;Moldova
2068;Gagauzia;165;Moldova
2069;Lapusna;165;Moldova
2070;Orhei;165;Moldova
2071;Soroca;165;Moldova
2072;Tighina;165;Moldova
2073;Ungheni;165;Moldova
2074;Administrative unit not available;166;Monaco
2075;Arxangai;167;Mongolia
2076;Bayan-O'lgii;167;Mongolia
2077;Bayanxongor;167;Mongolia
2078;Bulgan;167;Mongolia
2079;Darxan-Uul;167;Mongolia
2081;Dornod;167;Mongolia
2082;Dornogovi;167;Mongolia
2083;Dundgovi;167;Mongolia
2084;Govisu'mber;167;Mongolia
2085;Govi-Altai;167;Mongolia
2086;Xentii;167;Mongolia
2087;Xovd;167;Mongolia
2088;Xo'vsgol;167;Mongolia
2089;O'mnogovi;167;Mongolia
2090;Orxon;167;Mongolia
2091;O'vorxangai;167;Mongolia
2092;Selenge;167;Mongolia
2093;Su'xbaatar;167;Mongolia
2094;To'v;167;Mongolia
2095;Ulaanbaatar;167;Mongolia
2096;Uvs;167;Mongolia
2097;Zavxan;167;Mongolia
2098;Brodericks;168;Montserrat (U.K.)
2099;Central;168;Montserrat (U.K.)
2100;East;168;Montserrat (U.K.)
2101;North;168;Montserrat (U.K.)
2102;Plymouth;168;Montserrat (U.K.)
2103;Salem;168;Montserrat (U.K.)
2104;South;168;Montserrat (U.K.)
2107;Mekn├¿s - Tafilalet;169;Morocco
2109;Oriental;169;Morocco
2112;Cabo Delgado;170;Mozambique
2113;Gaza;170;Mozambique
2114;Inhambane;170;Mozambique
2115;Manica;170;Mozambique
2118;Nampula;170;Mozambique
2119;Niassa;170;Mozambique
2120;Sofala;170;Mozambique
2121;Tete;170;Mozambique
2122;Zambezia;170;Mozambique
2123;Rakhine;171;Myanmar
2125;Chin;171;Myanmar
2126;Ayeyawaddy;171;Myanmar
2127;Kachin;171;Myanmar
2128;Kayin;171;Myanmar
2129;Kayar;171;Myanmar
2130;Magway;171;Myanmar
2131;Mandalay;171;Myanmar
2132;Mon;171;Myanmar
2133;Sagaing;171;Myanmar
2135;Taninthayi;171;Myanmar
2136;Yangon;171;Myanmar
2137;Caprivi;172;Namibia
2138;Erongo;172;Namibia
2139;Hardap;172;Namibia
2140;Karas;172;Namibia
2141;Kavango;172;Namibia
2142;Khomas;172;Namibia
2143;Kunene;172;Namibia
2144;Ohangwena;172;Namibia
2145;Omaheke;172;Namibia
2146;Omusati;172;Namibia
2147;Oshana;172;Namibia
2148;Oshikoto;172;Namibia
2149;Otjozondjupa;172;Namibia
2150;Administrative unit not available;173;Nauru
2151;Administrative unit not available;174;Navassa Island (U.S.)
2152;Central;175;Nepal
2153;Eastern;175;Nepal
2154;Far Western;175;Nepal
2155;Mid Western;175;Nepal
2156;Western;175;Nepal
2158;Drenthe;177;Netherlands
2159;Flevoland;177;Netherlands
2160;Friesland;177;Netherlands
2161;Gelderland;177;Netherlands
2162;Groningen;177;Netherlands
2163;Limburg;177;Netherlands
2164;Noord-brabant;177;Netherlands
2165;Noord-holland;177;Netherlands
2166;Overijssel;177;Netherlands
2167;Utrecht;177;Netherlands
